# x y z u_s u_c u(t)
3.870967741935e-01 1.290322580645e-01 6.451612903226e-01 2.620649595568e-03 1.323320662905e-03 -1.858825308732e-04
4.193548387097e-01 1.290322580645e-01 6.451612903226e-01 2.511423021709e-03 1.269345999838e-03 -1.771173173624e-04
4.516129032258e-01 1.290322580645e-01 6.451612903226e-01 2.425049988267e-03 1.226722859278e-03 -1.701357194101e-04
4.838709677419e-01 1.290322580645e-01 6.451612903226e-01 2.384795927213e-03 1.207080694019e-03 -1.666902557727e-04
5.161290322581e-01 1.290322580645e-01 6.451612903226e-01 2.437363810204e-03 1.233766026029e-03 -1.702975601393e-04
5.483870967742e-01 1.290322580645e-01 6.451612903226e-01 2.669956225439e-03 1.350373090650e-03 -1.875218951326e-04
5.806451612903e-01 1.290322580645e-01 6.451612903226e-01 3.237378631351e-03 1.634295048778e-03 -2.300138427317e-04
6.129032258065e-01 1.290322580645e-01 6.451612903226e-01 4.403867912546e-03 2.217637840340e-03 -3.176564372742e-04
6.451612903226e-01 1.290322580645e-01 6.451612903226e-01 6.606030333910e-03 3.318688751960e-03 -4.832988431571e-04
6.774193548387e-01 1.290322580645e-01 6.451612903226e-01 1.054543679087e-02 5.288213693446e-03 -7.797203928415e-04
7.096774193548e-01 1.290322580645e-01 6.451612903226e-01 1.732214095429e-02 8.676216057916e-03 -1.289672162924e-03
7.419354838710e-01 1.290322580645e-01 6.451612903226e-01 2.862375932838e-02 1.432647679341e-02 -2.140096930933e-03
7.741935483871e-01 1.290322580645e-01 6.451612903226e-01 4.698889601702e-02 2.350826726497e-02 -3.521939939330e-03
8.064516129032e-01 1.290322580645e-01 6.451612903226e-01 7.616873705262e-02 3.809714760711e-02 -5.717342008236e-03
8.387096774194e-01 1.290322580645e-01 6.451612903226e-01 1.216167177423e-01 6.081980270483e-02 -9.136463568051e-03
8.709677419355e-01 1.290322580645e-01 6.451612903226e-01 1.911434108841e-01 9.558149035430e-02 -1.436673282233e-02
9.032258064516e-01 1.290322580645e-01 6.451612903226e-01 2.957822489878e-01 1.478989091383e-01 -2.223794759690e-02
9.354838709677e-01 1.290322580645e-01 6.451612903226e-01 4.509209229490e-01 2.254659087408e-01 -3.390735407420e-02
9.677419354839e-01 1.290322580645e-01 6.451612903226e-01 6.777634655381e-01 3.388845489876e-01 -5.096958962928e-02
1.000000000000e+00 1.290322580645e-01 6.451612903226e-01 1.005200194933e+00 5.026000974663e-01 -7.559729189187e-02
0.000000000000e+00 1.612903225806e-01 6.451612903226e-01 5.200195221157e-03 2.600097610579e-03 -3.910869476651e-04
3.225806451613e-02 1.612903225806e-01 6.451612903226e-01 4.777604899793e-03 2.390484481236e-03 -3.578550859722e-04
6.451612903226e-02 1.612903225806e-01 6.451612903226e-01 4.390840983634e-03 2.198760219564e-03 -3.273385767232e-04
9.677419354839e-02 1.612903225806e-01 6.451612903226e-01 4.041047161905e-03 2.025476340417e-03 -2.996409631792e-04
1.290322580645e-01 1.612903225806e-01 6.451612903226e-01 3.726994433287e-03 1.870002749983e-03 -2.746832630830e-04
1.612903225806e-01 1.612903225806e-01 6.451612903226e-01 3.445961944803e-03 1.730967729969e-03 -2.522705885465e-04
1.935483870968e-01 1.612903225806e-01 6.451612903226e-01 3.194398934772e-03 1.606588219825e-03 -2.321425226156e-04
2.258064516129e-01 1.612903225806e-01 6.451612903226e-01 2.968378323161e-03 1.494895838390e-03 -2.140078991159e-04
2.580645161290e-01 1.612903225806e-01 6.451612903226e-01 2.763898423010e-03 1.393886980141e-03 -1.975681481183e-04
2.903225806452e-01 1.612903225806e-01 6.451612903226e-01 2.577110304871e-03 1.301635799409e-03 -1.825349970609e-04
3.225806451613e-01 1.612903225806e-01 6.451612903226e-01 2.404576449184e-03 1.216422914588e-03 -1.686504593565e-04
3.548387096774e-01 1.612903225806e-01 6.451612903226e-01 2.243724093685e-03 1.136961530816e-03 -1.557214040844e-04
3.870967741935e-01 1.612903225806e-01 6.451612903226e-01 2.093761521170e-03 1.062855088346e-03 -1.436888938108e-04
4.193548387097e-01 1.612903225806e-01 6.451612903226e-01 1.957496248963e-03 9.955058977153e-04 -1.327653200023e-04
4.516129032258e-01 1.612903225806e-01 6.451612903226e-01 1.844755717246e-03 9.398250408037e-04 -1.236920421206e-04
4.838709677419e-01 1.612903225806e-01 6.451612903226e-01 1.778494542940e-03 9.072855542207e-04 -1.181990734877e-04
5.161290322581e-01 1.612903225806e-01 6.451612903226e-01 1.805214894302e-03 9.211321603696e-04 -1.197891515362e-04
5.483870967742e-01 1.612903225806e-01 6.451612903226e-01 2.012072163101e-03 1.024933628966e-03 -1.350245997282e-04
5.806451612903e-01 1.612903225806e-01 6.451612903226e-01 2.554038623383e-03 1.296164117107e-03 -1.755706251848e-04
6.129032258065e-01 1.612903225806e-01 6.451612903226e-01 3.695813254394e-03 1.867157593301e-03 -2.613476177444e-04
6.451612903226e-01 1.612903225806e-01 6.451612903226e-01 5.874865435477e-03 2.956629234477e-03 -4.252728154216e-04
6.774193548387e-01 1.612903225806e-01 6.451612903226e-01 9.794162461493e-03 4.916038831772e-03 -7.202342924107e-04
7.096774193548e-01 1.612903225806e-01 6.451612903226e-01 1.655584463439e-02 8.296428181886e-03 -1.229144288586e-03
7.419354838710e-01 1.612903225806e-01 6.451612903226e-01 2.785047654627e-02 1.394304692369e-02 -2.079171912069e-03
7.741935483871e-01 1.612903225806e-01 6.451612903226e-01 4.622062915943e-02 2.312714434954e-02 -3.461565482078e-03
8.064516129032e-01 1.612903225806e-01 6.451612903226e-01 7.542255350261e-02 3.772680793268e-02 -5.658851186957e-03
8.387096774194e-01 1.612903225806e-01 6.451612903226e-01 1.209157151885e-01 6.047173365327e-02 -9.081646472485e-03
8.709677419355e-01 1.612903225806e-01 6.451612903226e-01 1.905170777193e-01 9.527037279391e-02 -1.431786177164e-02
9.032258064516e-01 1.612903225806e-01 6.451612903226e-01 2.952652993559e-01 1.476420385592e-01 -2.219768641325e-02
9.354838709677e-01 1.612903225806e-01 6.451612903226e-01 4.505495406230e-01 2.252813223422e-01 -3.387847115963e-02
9.677419354839e-01 1.612903225806e-01 6.451612903226e-01 6.775686844382e-01 3.387877221330e-01 -5.095445479683e-02
1.000000000000e+00 1.612903225806e-01 6.451612903226e-01 1.005200195221e+00 5.026000976106e-01 -7.559729191358e-02
0.000000000000e+00 1.935483870968e-01 6.451612903226e-01 5.200197674798e-03 2.600098837399e-03 -3.910871321942e-04
3.225806451613e-02 1.935483870968e-01 6.451612903226e-01 4.723049194444e-03 2.363499443279e-03 -3.534996587564e-04
6.451612903226e-02 1.935483870968e-01 6.451612903226e-01 4.282963225564e-03 2.145403650355e-03 -3.187233631859e-04
9.677419354839e-02 1.935483870968e-01 6.451612903226e-01 3.882128620356e-03 1.946882459659e-03 -2.869430606275e-04
1.290322580645e-01 1.935483870968e-01 6.451612903226e-01 3.520049956870e-03 1.767669867809e-03 -2.581372661633e-04
1.612903225806e-01 1.935483870968e-01 6.451612903226e-01 3.194398934772e-03 1.606588219825e-03 -2.321425226156e-04
1.935483870968e-01 1.935483870968e-01 6.451612903226e-01 2.901719991549e-03 1.461900337678e-03 -2.087070532582e-04
2.258064516129e-01 1.935483870968e-01 6.451612903226e-01 2.637960641962e-03 1.331573866560e-03 -1.875313567097e-04
2.580645161290e-01 1.935483870968e-01 6.451612903226e-01 2.398849859168e-03 1.213469621733e-03 -1.682973910957e-04
2.903225806452e-01 1.935483870968e-01 6.451612903226e-01 2.180187088314e-03 1.105485298423e-03 -1.506909968467e-04
3.225806451613e-01 1.935483870968e-01 6.451612903226e-01 1.978145872370e-03 1.005706561111e-03 -1.344253552422e-04
3.548387096774e-01 1.935483870968e-01 6.451612903226e-01 1.789759398482e-03 9.126491670990e-04 -1.192780646773e-04
3.870967741935e-01 1.935483870968e-01 6.451612903226e-01 1.613860969030e-03 8.257286130654e-04 -1.051623778108e-04
4.193548387097e-01 1.935483870968e-01 6.451612903226e-01 1.452922754131e-03 7.461789635464e-04 -9.226595950831e-05
4.516129032258e-01 1.935483870968e-01 6.451612903226e-01 1.316497244247e-03 6.787730505916e-04 -8.131015957715e-05
4.838709677419e-01 1.935483870968e-01 6.451612903226e-01 1.227348815200e-03 6.348877334257e-04 -7.401159535730e-05
5.161290322581e-01 1.935483870968e-01 6.451612903226e-01 1.231904968288e-03 6.377289876435e-04 -7.386860760360e-05
5.483870967742e-01 1.935483870968e-01 6.451612903226e-01 1.417402156190e-03 7.309042755143e-04 -8.745120091757e-05
5.806451612903e-01 1.935483870968e-01 6.451612903226e-01 1.939101256223e-03 9.920297357924e-04 -1.264482877396e-04
6.129032258065e-01 1.935483870968e-01 6.451612903226e-01 3.062262546094e-03 1.553717144146e-03 -2.108249218049e-04
6.451612903226e-01 1.935483870968e-01 6.451612903226e-01 5.225268141143e-03 2.635134669626e-03 -3.735698956224e-04
6.774193548387e-01 1.935483870968e-01 6.451612903226e-01 9.132439279892e-03 4.588415197826e-03 -6.676764518810e-04
7.096774193548e-01 1.935483870968e-01 6.451612903226e-01 1.588780436277e-02 7.965540294028e-03 -1.176202518473e-03
7.419354838710e-01 1.935483870968e-01 6.451612903226e-01 2.718442896032e-02 1.361300559526e-02 -2.026509165347e-03
7.741935483871e-01 1.935483870968e-01 6.451612903226e-01 4.556802843737e-02 2.280362821676e-02 -3.410084965856e-03
8.064516129032e-01 1.935483870968e-01 6.451612903226e-01 7.479856293047e-02 3.741734641241e-02 -5.609738310030e-03
8.387096774194e-01 1.935483870968e-01 6.451612903226e-01 1.203394836456e-01 6.018584648507e-02 -9.036388518337e-03
8.709677419355e-01 1.935483870968e-01 6.451612903226e-01 1.900113791057e-01 9.501939194981e-02 -1.427821888740e-02
9.032258064516e-01 1.935483870968e-01 6.451612903226e-01 2.948550951449e-01 1.474383927329e-01 -2.216558073419e-02
9.354838709677e-01 1.935483870968e-01 6.451612903226e-01 4.502591660888e-01 2.251371341795e-01 -3.385577164634e-02
9.677419354839e-01 1.935483870968e-01 6.451612903226e-01 6.774179091011e-01 3.387128429637e-01 -5.094267706736e-02
1.000000000000e+00 1.935483870968e-01 6.451612903226e-01 1.005200197675e+00 5.026000988374e-01 -7.559729209811e-02
0.000000000000e+00 2.258064516129e-01 6.451612903226e-01 5.200212483807e-03 2.600106241903e-03 -3.910882459235e-04
3.225806451613e-02 2.258064516129e-01 6.451612903226e-01 4.674533152713e-03 2.339516265005e-03 -3.496139494240e-04
6.451612903226e-02 2.258064516129e-01 6.451612903226e-01 4.186861912974e-03 2.097899697321e-03 -3.110245156347e-04
9.677419354839e-02 2.258064516129e-01 6.451612903226e-01 3.740208583034e-03 1.876735213117e-03 -2.755689244743e-04
1.290322580645e-01 2.258064516129e-01 6.451612903226e-01 3.334695889294e-03 1.676063382828e-03 -2.432743357253e-04
1.612903225806e-01 2.258064516129e-01 6.451612903226e-01 2.968378323161e-03 1.494895838390e-03 -2.140078991159e-04
1.935483870968e-01 2.258064516129e-01 6.451612903226e-01 2.637960641962e-03 1.331573866560e-03 -1.875313567097e-04
2.258064516129e-01 2.258064516129e-01 6.451612903226e-01 2.339369139197e-03 1.184053193280e-03 -1.635447396040e-04
2.580645161290e-01 2.258064516129e-01 6.451612903226e-01 2.068180437708e-03 1.050117475207e-03 -1.417193962804e-04
2.903225806452e-01 2.258064516129e-01 6.451612903226e-01 1.819958067873e-03 9.275457115577e-04 -1.217240618454e-04
3.225806451613e-01 2.258064516129e-01 6.451612903226e-01 1.590595823200e-03 8.142831099826e-04 -1.032513806380e-04
3.548387096774e-01 2.258064516129e-01 6.451612903226e-01 1.376835079991e-03 7.086990073755e-04 -8.605744915064e-05
3.870967741935e-01 2.258064516129e-01 6.451612903226e-01 1.177231189301e-03 6.100693899531e-04 -7.003507754296e-05
4.193548387097e-01 2.258064516129e-01 6.451612903226e-01 9.940150460993e-04 5.195070472988e-04 -5.535433491859e-05
4.516129032258e-01 2.258064516129e-01 6.451612903226e-01 8.365569881484e-04 4.416929172935e-04 -4.272357729066e-05
4.838709677419e-01 2.258064516129e-01 6.451612903226e-01 7.275229176027e-04 3.879535519108e-04 -3.385293921015e-05
5.161290322581e-01 2.258064516129e-01 6.451612903226e-01 7.133543423185e-04 3.815005419695e-04 -3.224301175827e-05
5.483870967742e-01 2.258064516129e-01 6.451612903226e-01 8.814489320074e-04 4.660201974083e-04 -4.447744246901e-05
5.806451612903e-01 2.258064516129e-01 6.451612903226e-01 1.387417668783e-03 7.193015351473e-04 -8.227334871746e-05
6.129032258065e-01 2.258064516129e-01 6.451612903226e-01 2.497108371219e-03 1.274247494887e-03 -1.656422185066e-04
6.451612903226e-01 2.258064516129e-01 6.451612903226e-01 4.649781622601e-03 2.350462454590e-03 -3.276415191525e-04
6.774193548387e-01 2.258064516129e-01 6.451612903226e-01 8.550981459338e-03 4.300687315189e-03 -6.213593730797e-04
7.096774193548e-01 2.258064516129e-01 6.451612903226e-01 1.530634665018e-02 7.677705209116e-03 -1.129977936883e-03
7.419354838710e-01 2.258064516129e-01 6.451612903226e-01 2.661095587130e-02 1.332901468805e-02 -1.981012815807e-03
7.741935483871e-01 2.258064516129e-01 6.451612903226e-01 4.501289819446e-02 2.252861638420e-02 -3.366133977822e-03
8.064516129032e-01 2.258064516129e-01 6.451612903226e-01 7.427472531740e-02 3.715774174984e-02 -5.568346941117e-03
8.387096774194e-01 2.258064516129e-01 6.451612903226e-01 1.198623999740e-01 5.994933160946e-02 -8.998760979899e-03
8.709677419355e-01 2.258064516129e-01 6.451612903226e-01 1.895984458607e-01 9.481461784692e-02 -1.424570425354e-02
9.032258064516e-01 2.258064516129e-01 6.451612903226e-01 2.945243932224e-01 1.472743560838e-01 -2.213957654142e-02
9.354838709677e-01 2.258064516129e-01 6.451612903226e-01 4.500275087968e-01 2.250222045706e-01 -3.383757432391e-02
9.677419354839e-01 2.258064516129e-01 6.451612903226e-01 6.772984547001e-01 3.386535724474e-01 -5.093329954783e-02
1.000000000000e+00 2.258064516129e-01 6.451612903226e-01 1.005200212484e+00 5.026001062419e-01 -7.559729321184e-02
0.000000000000e+00 2.580645161290e-01 6.451612903226e-01 5.200282155995e-03 2.600141077997e-03 -3.910934857043e-04
3.225806451613e-02 2.580645161290e-01 6.451612903226e-01 4.630964399673e-03 2.317988412344e-03 -3.461161034879e-04
6.451612903226e-02 2.580645161290e-01 6.451612903226e-01 4.100422686833e-03 2.055190420114e-03 -3.040836772302e-04
9.677419354839e-02 2.580645161290e-01 6.451612903226e-01 3.612337237446e-03 1.813558402700e-03 -2.652978244996e-04
1.290322580645e-01 2.580645161290e-01 6.451612903226e-01 3.167358528925e-03 1.593394483437e-03 -2.298273980568e-04
1.612903225806e-01 2.580645161290e-01 6.451612903226e-01 2.763898423010e-03 1.393886980141e-03 -1.975681481183e-04
1.935483870968e-01 2.580645161290e-01 6.451612903226e-01 2.398849859168e-03 1.213469621733e-03 -1.682973910957e-04
2.258064516129e-01 2.580645161290e-01 6.451612903226e-01 2.068180437708e-03 1.050117475207e-03 -1.417193962804e-04
2.580645161290e-01 2.580645161290e-01 6.451612903226e-01 1.767394432323e-03 9.015770018623e-04 -1.175009512909e-04
2.903225806452e-01 2.580645161290e-01 6.451612903226e-01 1.491905069828e-03 7.655512547091e-04 -9.530017251937e-05
3.225806451613e-01 2.580645161290e-01 6.451612903226e-01 1.237411170293e-03 6.398873105872e-04 -7.479559650485e-05
3.548387096774e-01 2.580645161290e-01 6.451612903226e-01 1.000443638946e-03 5.228486970955e-04 -5.572798577282e-05
3.870967741935e-01 2.580645161290e-01 6.451612903226e-01 7.793572786919e-04 4.136105434321e-04 -3.797557069975e-05
4.193548387097e-01 2.580645161290e-01 6.451612903226e-01 5.762153905005e-04 3.132011737909e-04 -2.169639264556e-05
4.516129032258e-01 2.580645161290e-01 6.451612903226e-01 4.002759966385e-04 2.262445433321e-04 -7.591072191325e-06
4.838709677419e-01 2.580645161290e-01 6.451612903226e-01 2.741712014111e-04 1.640492592691e-04 2.631896076226e-06
5.161290322581e-01 2.580645161290e-01 6.451612903226e-01 2.444127133028e-04 1.498606908512e-04 5.465501668153e-06
5.483870967742e-01 2.580645161290e-01 6.451612903226e-01 3.986009467850e-04 2.274648796894e-04 -5.690565426929e-06
5.806451612903e-01 2.580645161290e-01 6.451612903226e-01 8.927138270051e-04 4.748323292416e-04 -4.258273066166e-05
6.129032258065e-01 2.580645161290e-01 6.451612903226e-01 1.993163921964e-03 1.025146023551e-03 -1.252669642238e-04
6.451612903226e-01 2.580645161290e-01 6.451612903226e-01 4.140006948596e-03 2.098405264264e-03 -2.868628116421e-04
6.774193548387e-01 2.580645161290e-01 6.451612903226e-01 8.039838294616e-03 4.047873750394e-03 -5.805399448691e-04
7.096774193548e-01 2.580645161290e-01 6.451612903226e-01 1.479961377766e-02 7.426990164947e-03 -1.089582135175e-03
7.419354838710e-01 2.580645161290e-01 6.451612903226e-01 2.611597319931e-02 1.308403076489e-02 -1.941624858118e-03
7.741935483871e-01 2.580645161290e-01 6.451612903226e-01 4.453873756758e-02 2.229385970941e-02 -3.328470439068e-03
8.064516129032e-01 2.580645161290e-01 6.451612903226e-01 7.383221170561e-02 3.693858337944e-02 -5.533257651199e-03
8.387096774194e-01 2.580645161290e-01 6.451612903226e-01 1.194638852170e-01 5.975190567507e-02 -8.967210908597e-03
8.709677419355e-01 2.580645161290e-01 6.451612903226e-01 1.892572357301e-01 9.464553686096e-02 -1.421872889212e-02
9.032258064516e-01 2.580645161290e-01 6.451612903226e-01 2.942537716895e-01 1.471402252916e-01 -2.211820660886e-02
9.354838709677e-01 2.580645161290e-01 6.451612903226e-01 4.498394078508e-01 2.249289593395e-01 -3.382273359033e-02
9.677419354839e-01 2.580645161290e-01 6.451612903226e-01 6.772019678514e-01 3.386057374419e-01 -5.092569095085e-02
1.000000000000e+00 2.580645161290e-01 6.451612903226e-01 1.005200282156e+00 5.026001410780e-01 -7.559729845162e-02
0.000000000000e+00 2.903225806452e-01 6.451612903226e-01 5.200553477764e-03 2.600276738882e-03 -3.911138907849e-04
3.225806451613e-02 2.903225806452e-01 6.451612903226e-01 4.591440322021e-03 2.298464500003e-03 -3.429383066415e-04
6.451612903226e-02 2.903225806452e-01 6.451612903226e-01 4.021778119365e-03 2.016341885584e-03 -2.977605948900e-04
9.677419354839e-02 2.903225806452e-01 6.451612903226e-01 3.495821698593e-03 1.756005116061e-03 -2.559276442007e-04
1.290322580645e-01 2.903225806452e-01 6.451612903226e-01 3.014684888662e-03 1.517985819852e-03 -2.175450260679e-04
1.612903225806e-01 2.903225806452e-01 6.451612903226e-01 2.577110304871e-03 1.301635799409e-03 -1.825349970609e-04
1.935483870968e-01 2.903225806452e-01 6.451612903226e-01 2.180187088314e-03 1.105485298423e-03 -1.506909968467e-04
2.258064516129e-01 2.903225806452e-01 6.451612903226e-01 1.819958067873e-03 9.275457115577e-04 -1.217240618454e-04
2.580645161290e-01 2.903225806452e-01 6.451612903226e-01 1.491905069828e-03 7.655512547091e-04 -9.530017251937e-05
2.903225806452e-01 2.903225806452e-01 6.451612903226e-01 1.191348682065e-03 6.171578504283e-04 -7.107117757402e-05
3.225806451613e-01 2.903225806452e-01 6.451612903226e-01 9.138526518466e-04 4.801443727695e-04 -4.870602987031e-05
3.548387096774e-01 2.903225806452e-01 6.451612903226e-01 6.557963907328e-04 3.526980091694e-04 -2.793461030585e-05
3.870967741935e-01 2.903225806452e-01 6.451612903226e-01 4.153905547675e-04 2.339212228917e-04 -8.624819447672e-06
4.193548387097e-01 2.903225806452e-01 6.451612903226e-01 1.945836042129e-04 1.247842565990e-04 9.073367932985e-06
4.516129032258e-01 2.903225806452e-01 6.451612903226e-01 2.569041025419e-06 2.987801131951e-05 2.446349892137e-05
4.838709677419e-01 2.903225806452e-01 6.451612903226e-01 -1.380142485775e-04 -3.948649792783e-05 3.583572109950e-05
5.161290322581e-01 2.903225806452e-01 6.451612903226e-01 -1.805548405367e-04 -6.001526232570e-05 3.967447425509e-05
5.483870967742e-01 2.903225806452e-01 6.451612903226e-01 -3.723718665010e-05 1.218384144452e-05 2.936198830577e-05
5.806451612903e-01 2.903225806452e-01 6.451612903226e-01 4.482699773417e-04 2.552562212318e-04 -6.876257629823e-06
6.129032258065e-01 2.903225806452e-01 6.451612903226e-01 1.542892202814e-03 8.026393196219e-04 -8.913656649096e-05
6.451612903226e-01 2.903225806452e-01 6.451612903226e-01 3.687374731320e-03 1.874674944473e-03 -2.505922858128e-04
6.774193548387e-01 2.903225806452e-01 6.451612903226e-01 7.589186118431e-03 3.825060986948e-03 -5.444808176640e-04
7.096774193548e-01 2.903225806452e-01 6.451612903226e-01 1.435632850483e-02 7.207756903399e-03 -1.054166682670e-03
7.419354838710e-01 2.903225806452e-01 6.451612903226e-01 2.568662260291e-02 1.287162722139e-02 -1.907376052211e-03
7.741935483871e-01 2.903225806452e-01 6.451612903226e-01 4.413112589457e-02 2.209215261987e-02 -3.296005722921e-03
8.064516129032e-01 2.903225806452e-01 6.451612903226e-01 7.345530434264e-02 3.675201912347e-02 -5.503282591527e-03
8.387096774194e-01 2.903225806452e-01 6.451612903226e-01 1.191275462423e-01 5.958538020422e-02 -8.940498464287e-03
8.709677419355e-01 2.903225806452e-01 6.451612903226e-01 1.889717342407e-01 9.450415037041e-02 -1.419608098651e-02
9.032258064516e-01 2.903225806452e-01 6.451612903226e-01 2.940290505157e-01 1.470289183684e-01 -2.210039758817e-02
9.354838709677e-01 2.903225806452e-01 6.451612903226e-01 4.496841727857e-01 2.248520594940e-01 -3.381044007510e-02
9.677419354839e-01 2.903225806452e-01 6.451612903226e-01 6.771227316547e-01 3.385664829181e-01 -5.091941837995e-02
1.000000000000e+00 2.903225806452e-01 6.451612903226e-01 1.005200553478e+00 5.026002767389e-01 -7.559731885670e-02
0.000000000000e+00 3.225806451613e-01 6.451612903226e-01 5.201464490037e-03 2.600732245019e-03 -3.911824045607e-04
3.225806451613e-02 3.225806451613e-01 6.451612903226e-01 4.555412245484e-03 2.280670252231e-03 -3.400392422397e-04
6.451612903226e-02 3.225806451613e-01 6.451612903226e-01 3.949466657073e-03 1.980623382648e-03 -2.919452940986e-04
9.677419354839e-02 3.225806451613e-01 6.451612903226e-01 3.388402872966e-03 1.702945773986e-03 -2.472885137170e-04
1.290322580645e-01 3.225806451613e-01 6.451612903226e-01 2.873756086869e-03 1.448377691670e-03 -2.062079255927e-04
1.612903225806e-01 3.225806451613e-01 6.451612903226e-01 2.404576449184e-03 1.216422914588e-03 -1.686504593565e-04
1.935483870968e-01 3.225806451613e-01 6.451612903226e-01 1.978145872370e-03 1.005706561111e-03 -1.344253552422e-04
2.258064516129e-01 3.225806451613e-01 6.451612903226e-01 1.590595823200e-03 8.142831099826e-04 -1.032513806380e-04
2.580645161290e-01 3.225806451613e-01 6.451612903226e-01 1.237411170293e-03 6.398873105872e-04 -7.479559650484e-05
2.903225806452e-01 3.225806451613e-01 6.451612903226e-01 9.138526518466e-04 4.801443727695e-04 -4.870602987031e-05
3.225806451613e-01 3.225806451613e-01 6.451612903226e-01 6.153851745401e-04 3.327831031603e-04 -2.464475820187e-05
3.548387096774e-01 3.225806451613e-01 6.451612903226e-01 3.382735672083e-04 1.959328265683e-04 -2.333537679423e-06
3.870967741935e-01 3.225806451613e-01 6.451612903226e-01 8.061994820295e-05 6.864117612531e-05 1.836740983086e-05
4.193548387097e-01 3.225806451613e-01 6.451612903226e-01 -1.557094535691e-04 -4.816333566457e-05 3.731376398751e-05
4.516129032258e-01 3.225806451613e-01 6.451612903226e-01 -3.615579904783e-04 -1.499089600911e-04 5.381121823530e-05
4.838709677419e-01 3.225806451613e-01 6.451612903226e-01 -5.142599508878e-04 -2.252721543201e-04 6.614713965724e-05
5.161290322581e-01 3.225806451613e-01 6.451612903226e-01 -5.670956257546e-04 -2.509058494382e-04 7.079689096785e-05
5.483870967742e-01 3.225806451613e-01 6.451612903226e-01 -4.320426357858e-04 -1.828158094763e-04 6.112602359247e-05
5.806451612903e-01 3.225806451613e-01 6.451612903226e-01 4.755123071092e-05 5.730231983142e-05 2.533456239200e-05
6.129032258065e-01 3.225806451613e-01 6.451612903226e-01 1.139058914686e-03 6.031079446705e-04 -5.670893488071e-05
6.451612903226e-01 3.225806451613e-01 6.451612903226e-01 3.283805678663e-03 1.675230999476e-03 -2.182230614660e-04
6.774193548387e-01 3.225806451613e-01 6.451612903226e-01 7.189968515599e-03 3.627721645953e-03 -5.125001782487e-04
7.096774193548e-01 3.225806451613e-01 6.451612903226e-01 1.396636612422e-02 7.014945738922e-03 -1.022967837717e-03
7.419354838710e-01 3.225806451613e-01 6.451612903226e-01 2.531170082835e-02 1.268620697766e-02 -1.877419922941e-03
7.741935483871e-01 3.225806451613e-01 6.451612903226e-01 4.377790444627e-02 2.191742204654e-02 -3.267819988753e-03
8.064516129032e-01 3.225806451613e-01 6.451612903226e-01 7.313120459984e-02 3.659165736877e-02 -5.477452584949e-03
8.387096774194e-01 3.225806451613e-01 6.451612903226e-01 1.188405028290e-01 5.944332361422e-02 -8.917647620758e-03
8.709677419355e-01 3.225806451613e-01 6.451612903226e-01 1.887297942634e-01 9.438439336602e-02 -1.417683961973e-02
9.032258064516e-01 3.225806451613e-01 6.451612903226e-01 2.938398311820e-01 1.469352436923e-01 -2.208536085997e-02
9.354838709677e-01 3.225806451613e-01 6.451612903226e-01 4.495542264981e-01 2.247877222478e-01 -3.380011896149e-02
9.677419354839e-01 3.225806451613e-01 6.451612903226e-01 6.770569069457e-01 3.385338924001e-01 -5.091419042774e-02
1.000000000000e+00 3.225806451613e-01 6.451612903226e-01 1.005201464490e+00 5.026007322450e-01 -7.559738737048e-02
0.000000000000e+00 3.548387096774e-01 6.451612903226e-01 5.204179393446e-03 2.602089696723e-03 -3.913865821429e-04
3.225806451613e-02 3.548387096774e-01 6.451612903226e-01 4.523097094706e-03 2.264714222384e-03 -3.374351458623e-04
6.451612903226e-02 3.548387096774e-01 6.451612903226e-01 3.882833437077e-03 1.947707608544e-03 -2.865884141419e-04
9.677419354839e-02 3.548387096774e-01 6.451612903226e-01 3.288661207162e-03 1.653670670542e-03 -2.392736128009e-04
1.290322580645e-01 3.548387096774e-01 6.451612903226e-01 2.742512244531e-03 1.383540051529e-03 -1.956612739537e-04
1.612903225806e-01 3.548387096774e-01 6.451612903226e-01 2.243724093685e-03 1.136961530816e-03 -1.557214040844e-04
1.935483870968e-01 3.548387096774e-01 6.451612903226e-01 1.789759398482e-03 9.126491670990e-04 -1.192780646773e-04
2.258064516129e-01 3.548387096774e-01 6.451612903226e-01 1.376835079991e-03 7.086990073755e-04 -8.605744915065e-05
2.580645161290e-01 3.548387096774e-01 6.451612903226e-01 1.000443638946e-03 5.228486970955e-04 -5.572798577281e-05
2.903225806452e-01 3.548387096774e-01 6.451612903226e-01 6.557963907328e-04 3.526980091694e-04 -2.793461030585e-05
3.225806451613e-01 3.548387096774e-01 6.451612903226e-01 3.382735672083e-04 1.959328265683e-04 -2.333537679419e-06
3.548387096774e-01 3.548387096774e-01 6.451612903226e-01 4.404136317679e-05 5.063264973410e-05 2.136045631928e-05
3.870967741935e-01 3.548387096774e-01 6.451612903226e-01 -2.288907285546e-04 -8.420169037807e-05 4.329369381709e-05
4.193548387097e-01 3.548387096774e-01 6.451612903226e-01 -4.787247034720e-04 -2.076763227304e-04 6.332652897098e-05
4.516129032258e-01 3.548387096774e-01 6.451612903226e-01 -6.963308417262e-04 -3.152335832747e-04 8.076614505856e-05
4.838709677419e-01 3.548387096774e-01 6.451612903226e-01 -8.590135039717e-04 -3.955357203466e-04 9.389700734184e-05
5.161290322581e-01 3.548387096774e-01 6.451612903226e-01 -9.199519577115e-04 -4.251860736930e-04 9.918608727741e-05
